name,type,tier,address,county,phone,email,contactPerson,servicesOffered,paymentTermDays,contractStatus,contractStartDate,contractEndDate,contractNotes,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,legalName,registrationNumber,licenceNumber,facilityLevel,smartProviderId,slade360ProviderId
Pearl Kanungu Imaging Centre,LABORATORY,PANEL,"Kanungu Central, Kanungu, Uganda",Kanungu,+25676756604,billing.2117@pearl.kanungu.imaging.centre.test.ug,Provider Relations 2117,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.925263,29.780979,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Kanungu Imaging Centre Limited,UG-REG-TEST-002117,UMDPC-TEST-002117,Diagnostic,SMART-UG-02117,SLADE-UG-02117
Grace Busia Imaging Centre,LABORATORY,PARTNER,"Busia West, Busia, Uganda",Busia,+25676764523,billing.2118@grace.busia.imaging.centre.test.ug,Provider Relations 2118,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.479107,34.082999,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Grace Busia Imaging Centre Limited,UG-REG-TEST-002118,UMDPC-TEST-002118,Diagnostic,SMART-UG-02118,SLADE-UG-02118
Family Hoima Imaging Centre,LABORATORY,PANEL,"Hoima South, Hoima, Uganda",Hoima,+25676772442,billing.2119@family.hoima.imaging.centre.test.ug,Provider Relations 2119,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.473135,31.37287,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Family Hoima Imaging Centre Limited,UG-REG-TEST-002119,UMDPC-TEST-002119,Diagnostic,SMART-UG-02119,SLADE-UG-02119
St. Luke's Mbale Imaging Centre,LABORATORY,PANEL,"Mbale Lake View, Mbale, Uganda",Mbale,+25676780361,billing.2120@st.luke.s.mbale.imaging.centre.test.ug,Provider Relations 2120,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.068972,34.187182,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Luke's Mbale Imaging Centre Limited,UG-REG-TEST-002120,UMDPC-TEST-002120,Diagnostic,SMART-UG-02120,SLADE-UG-02120
Prime Kampala Imaging Centre,LABORATORY,PANEL,"Kampala Market Ward, Kampala, Uganda",Kampala,+25676788280,billing.2121@prime.kampala.imaging.centre.test.ug,Provider Relations 2121,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.352348,32.594115,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Kampala Imaging Centre Limited,UG-REG-TEST-002121,UMDPC-TEST-002121,Diagnostic,SMART-UG-02121,SLADE-UG-02121
Wellness Kabarole Diagnostic Laboratory,LABORATORY,PANEL,"Kabarole South, Kabarole, Uganda",Kabarole,+25676796199,billing.2122@wellness.kabarole.diagnostic.laboratory.test.ug,Provider Relations 2122,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.617805,30.262821,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kabarole Diagnostic Laboratory Limited,UG-REG-TEST-002122,UMDPC-TEST-002122,Diagnostic,SMART-UG-02122,SLADE-UG-02122
Community Mityana Imaging Centre,LABORATORY,PARTNER,"Mityana Municipal, Mityana, Uganda",Mityana,+25676804118,billing.2123@community.mityana.imaging.centre.test.ug,Provider Relations 2123,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.44117,32.053999,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Mityana Imaging Centre Limited,UG-REG-TEST-002123,UMDPC-TEST-002123,Diagnostic,SMART-UG-02123,SLADE-UG-02123
St. Luke's Kagadi Imaging Centre,LABORATORY,PARTNER,"Kagadi Industrial Area, Kagadi, Uganda",Kagadi,+25676812037,billing.2124@st.luke.s.kagadi.imaging.centre.test.ug,Provider Relations 2124,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.956918,30.778365,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Luke's Kagadi Imaging Centre Limited,UG-REG-TEST-002124,UMDPC-TEST-002124,Diagnostic,SMART-UG-02124,SLADE-UG-02124
Metro Pader Diagnostic Laboratory,LABORATORY,PARTNER,"Pader Town Council, Pader, Uganda",Pader,+25676819956,billing.2125@metro.pader.diagnostic.laboratory.test.ug,Provider Relations 2125,Laboratory|Pathology|Sample Collection,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.908808,33.079238,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Pader Diagnostic Laboratory Limited,UG-REG-TEST-002125,UMDPC-TEST-002125,Diagnostic,SMART-UG-02125,SLADE-UG-02125
Metro Mukono Imaging Centre,LABORATORY,PANEL,"Mukono Industrial Area, Mukono, Uganda",Mukono,+25676827875,billing.2126@metro.mukono.imaging.centre.test.ug,Provider Relations 2126,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.389172,32.73916,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Mukono Imaging Centre Limited,UG-REG-TEST-002126,UMDPC-TEST-002126,Diagnostic,SMART-UG-02126,SLADE-UG-02126
Family Jinja Imaging Centre,LABORATORY,PANEL,"Jinja East, Jinja, Uganda",Jinja,+25676835794,billing.2127@family.jinja.imaging.centre.test.ug,Provider Relations 2127,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.409567,33.242004,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Family Jinja Imaging Centre Limited,UG-REG-TEST-002127,UMDPC-TEST-002127,Diagnostic,SMART-UG-02127,SLADE-UG-02127
St. Mary's Moroto Diagnostic Laboratory,LABORATORY,PANEL,"Moroto Market Ward, Moroto, Uganda",Moroto,+25676843713,billing.2128@st.mary.s.moroto.diagnostic.laboratory.test.ug,Provider Relations 2128,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.52727,34.66673,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Moroto Diagnostic Laboratory Limited,UG-REG-TEST-002128,UMDPC-TEST-002128,Diagnostic,SMART-UG-02128,SLADE-UG-02128
Life Nwoya Imaging Centre,LABORATORY,PARTNER,"Nwoya University Ward, Nwoya, Uganda",Nwoya,+25676851632,billing.2129@life.nwoya.imaging.centre.test.ug,Provider Relations 2129,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.607401,32.027916,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Life Nwoya Imaging Centre Limited,UG-REG-TEST-002129,UMDPC-TEST-002129,Diagnostic,SMART-UG-02129,SLADE-UG-02129
Wellness Mpigi Diagnostic Laboratory,LABORATORY,PANEL,"Mpigi Market Ward, Mpigi, Uganda",Mpigi,+25676859551,billing.2130@wellness.mpigi.diagnostic.laboratory.test.ug,Provider Relations 2130,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.201378,32.302548,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Mpigi Diagnostic Laboratory Limited,UG-REG-TEST-002130,UMDPC-TEST-002130,Diagnostic,SMART-UG-02130,SLADE-UG-02130
Nile Hoima Imaging Centre,LABORATORY,PANEL,"Hoima North, Hoima, Uganda",Hoima,+25676867470,billing.2131@nile.hoima.imaging.centre.test.ug,Provider Relations 2131,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.410281,31.326436,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Nile Hoima Imaging Centre Limited,UG-REG-TEST-002131,UMDPC-TEST-002131,Diagnostic,SMART-UG-02131,SLADE-UG-02131
Care Apac Diagnostic Laboratory,LABORATORY,PANEL,"Apac Industrial Area, Apac, Uganda",Apac,+25676875389,billing.2132@care.apac.diagnostic.laboratory.test.ug,Provider Relations 2132,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.996054,32.499549,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Apac Diagnostic Laboratory Limited,UG-REG-TEST-002132,UMDPC-TEST-002132,Diagnostic,SMART-UG-02132,SLADE-UG-02132
Hope Wakiso Diagnostic Laboratory,LABORATORY,PANEL,"Wakiso South, Wakiso, Uganda",Wakiso,+25676883308,billing.2133@hope.wakiso.diagnostic.laboratory.test.ug,Provider Relations 2133,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.413132,32.491742,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Wakiso Diagnostic Laboratory Limited,UG-REG-TEST-002133,UMDPC-TEST-002133,Diagnostic,SMART-UG-02133,SLADE-UG-02133
Nile Oyam Diagnostic Laboratory,LABORATORY,PANEL,"Oyam West, Oyam, Uganda",Oyam,+25676891227,billing.2134@nile.oyam.diagnostic.laboratory.test.ug,Provider Relations 2134,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.20506,32.404697,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Nile Oyam Diagnostic Laboratory Limited,UG-REG-TEST-002134,UMDPC-TEST-002134,Diagnostic,SMART-UG-02134,SLADE-UG-02134
Life Soroti Diagnostic Laboratory,LABORATORY,PANEL,"Soroti University Ward, Soroti, Uganda",Soroti,+25676899146,billing.2135@life.soroti.diagnostic.laboratory.test.ug,Provider Relations 2135,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.722598,33.629091,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Life Soroti Diagnostic Laboratory Limited,UG-REG-TEST-002135,UMDPC-TEST-002135,Diagnostic,SMART-UG-02135,SLADE-UG-02135
Prime Nakasongola Diagnostic Laboratory,LABORATORY,PANEL,"Nakasongola East, Nakasongola, Uganda",Nakasongola,+25676907065,billing.2136@prime.nakasongola.diagnostic.laboratory.test.ug,Provider Relations 2136,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.343203,32.433354,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Nakasongola Diagnostic Laboratory Limited,UG-REG-TEST-002136,UMDPC-TEST-002136,Diagnostic,SMART-UG-02136,SLADE-UG-02136
Pearl Adjumani Imaging Centre,LABORATORY,PARTNER,"Adjumani Lake View, Adjumani, Uganda",Adjumani,+25676914984,billing.2137@pearl.adjumani.imaging.centre.test.ug,Provider Relations 2137,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.341631,31.776058,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Adjumani Imaging Centre Limited,UG-REG-TEST-002137,UMDPC-TEST-002137,Diagnostic,SMART-UG-02137,SLADE-UG-02137
Metro Sembabule Diagnostic Laboratory,LABORATORY,PANEL,"Sembabule West, Sembabule, Uganda",Sembabule,+25676922903,billing.2138@metro.sembabule.diagnostic.laboratory.test.ug,Provider Relations 2138,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.087794,31.422524,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Sembabule Diagnostic Laboratory Limited,UG-REG-TEST-002138,UMDPC-TEST-002138,Diagnostic,SMART-UG-02138,SLADE-UG-02138
Metro Soroti Imaging Centre,LABORATORY,PARTNER,"Soroti Municipal, Soroti, Uganda",Soroti,+25676930822,billing.2139@metro.soroti.imaging.centre.test.ug,Provider Relations 2139,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.677766,33.569549,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Soroti Imaging Centre Limited,UG-REG-TEST-002139,UMDPC-TEST-002139,Diagnostic,SMART-UG-02139,SLADE-UG-02139
Unity Ibanda Diagnostic Laboratory,LABORATORY,PANEL,"Ibanda Town Council, Ibanda, Uganda",Ibanda,+25676938741,billing.2140@unity.ibanda.diagnostic.laboratory.test.ug,Provider Relations 2140,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.14585,30.496989,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Unity Ibanda Diagnostic Laboratory Limited,UG-REG-TEST-002140,UMDPC-TEST-002140,Diagnostic,SMART-UG-02140,SLADE-UG-02140
St. Mary's Soroti Imaging Centre,LABORATORY,PANEL,"Soroti Central, Soroti, Uganda",Soroti,+25676946660,billing.2141@st.mary.s.soroti.imaging.centre.test.ug,Provider Relations 2141,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.754222,33.575998,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Soroti Imaging Centre Limited,UG-REG-TEST-002141,UMDPC-TEST-002141,Diagnostic,SMART-UG-02141,SLADE-UG-02141
Wellness Nakasongola Diagnostic Laboratory 130,LABORATORY,PANEL,"Nakasongola Market Ward, Nakasongola, Uganda",Nakasongola,+25676954579,billing.2142@wellness.nakasongola.diagnostic.laboratory.test.ug,Provider Relations 2142,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.31142,32.457197,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Nakasongola Diagnostic Laboratory 130 Limited,UG-REG-TEST-002142,UMDPC-TEST-002142,Diagnostic,SMART-UG-02142,SLADE-UG-02142
Wellness Kampala Diagnostic Laboratory 131,LABORATORY,PARTNER,"Kampala South, Kampala, Uganda",Kampala,+25676962498,billing.2143@wellness.kampala.diagnostic.laboratory.131.test.ug,Provider Relations 2143,Laboratory|Pathology|Sample Collection,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.356165,32.577601,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kampala Diagnostic Laboratory 131 Limited,UG-REG-TEST-002143,UMDPC-TEST-002143,Diagnostic,SMART-UG-02143,SLADE-UG-02143
Bridge Mbarara Imaging Centre 132,LABORATORY,PANEL,"Mbarara Municipal, Mbarara, Uganda",Mbarara,+25676970417,billing.2144@bridge.mbarara.imaging.centre.132.test.ug,Provider Relations 2144,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.641269,30.680267,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Mbarara Imaging Centre 132 Limited,UG-REG-TEST-002144,UMDPC-TEST-002144,Diagnostic,SMART-UG-02144,SLADE-UG-02144
Community Mbarara Diagnostic Laboratory,LABORATORY,PARTNER,"Mbarara West, Mbarara, Uganda",Mbarara,+25676978336,billing.2145@community.mbarara.diagnostic.laboratory.test.ug,Provider Relations 2145,Laboratory|Pathology|Sample Collection,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.650846,30.671846,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Mbarara Diagnostic Laboratory Limited,UG-REG-TEST-002145,UMDPC-TEST-002145,Diagnostic,SMART-UG-02145,SLADE-UG-02145
Frontier Kampala Diagnostic Laboratory,LABORATORY,PANEL,"Kampala Municipal, Kampala, Uganda",Kampala,+25676986255,billing.2146@frontier.kampala.diagnostic.laboratory.test.ug,Provider Relations 2146,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.358713,32.568558,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Frontier Kampala Diagnostic Laboratory Limited,UG-REG-TEST-002146,UMDPC-TEST-002146,Diagnostic,SMART-UG-02146,SLADE-UG-02146
Pearl Gulu Imaging Centre,LABORATORY,PANEL,"Gulu North, Gulu, Uganda",Gulu,+25676994174,billing.2147@pearl.gulu.imaging.centre.test.ug,Provider Relations 2147,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.764404,32.286024,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Gulu Imaging Centre Limited,UG-REG-TEST-002147,UMDPC-TEST-002147,Diagnostic,SMART-UG-02147,SLADE-UG-02147
